source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
372-Diagnostic Tests-Scoring test result-EGFR,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-EGFR,37393011,SNOMED,2014-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-EPWORTH,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-EPWORTH,46273534,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-EPWORTH SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-EPWORTH SCORE,46273534,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-EPDS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-EPDS,4164838,SNOMED,2001-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-FAST,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FAST,44791753,SNOMED,2007-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-FAST SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FAST SCORE,44791753,SNOMED,2007-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-FAST TEST,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FAST TEST,44791753,SNOMED,2007-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAMINGHAM,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAMINGHAM,40769009,LOINC,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAT TOOL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAT TOOL,44808206,SNOMED,2012-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAT,44808206,SNOMED,2012-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX CALC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX CALC,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX CALCULAT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX CALCULAT,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX ONLINE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX ONLINE,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX ONLINE T,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX ONLINE T,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX - ONLINE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX - ONLINE,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX RISK ASS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX RISK ASS,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX SCORE,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX TOOL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX TOOL,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX WEB TOOL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX WEB TOOL,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX WEBSITE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX WEBSITE,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-FRAX WHO,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FRAX WHO,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-MANUAL FRAX,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MANUAL FRAX,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-ON-LINE FRAX,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ON-LINE FRAX,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-WHO FRAX,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-WHO FRAX,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-WHO FRAX RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-WHO FRAX RISK,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-WHO FRAX SCOR,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-WHO FRAX SCOR,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-WHO FRAX TOOL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-WHO FRAX TOOL,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-WHO FRAX WEBS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-WHO FRAX WEBS,1176230,LOINC,2018-12-14,2099-12-31,
372-Diagnostic Tests-Scoring test result-GAD-2,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-GAD-2,44809415,SNOMED,2012-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-GAD-7,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-GAD-7,45772733,SNOMED,2015-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-GAD 7,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-GAD 7,45772733,SNOMED,2015-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-GAD7,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-GAD7,45772733,SNOMED,2015-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-HADS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-HADS,4165145,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-HADS FORM,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-HADS FORM,4165145,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-HADS SHEET,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-HADS SHEET,4165145,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-HADS QUESTION,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-HADS QUESTION,4165145,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-HADS SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-HADS SCORE,4165145,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-HADSCALE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-HADSCALE,4165145,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-HAS-BLED,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-HAS-BLED,45766893,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-IPSS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-IPSS,21494231,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-IPSS SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-IPSS SCORE,21494231,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CVD JBS RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CVD JBS RISK,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CVD JBS SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CVD JBS SCORE,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS (BNF),0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS (BNF),44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CALCULATO,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CALCULATO,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CHART,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CHART,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CHARTS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CHARTS,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CVD,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CVD,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CVD CALCU,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CVD CALCU,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CVD RIS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CVD RIS,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CVD RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CVD RISK,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CVD RIDSK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CVD RIDSK,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS  CVD RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS  CVD RISK,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBSCVD,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBSCVD,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBSCVD RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBSCVD RISK,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CVD SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CVD SCORE,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS CVD TOOL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS CVD TOOL,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS GUIDELINE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS GUIDELINE,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS POINTS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS POINTS,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS RISK,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS RISK ASSE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS RISK ASSE,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS RISK CAL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS RISK CAL,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS RISK CALC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS RISK CALC,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS RISK CHAR,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS RISK CHAR,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS RISK PRED,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS RISK PRED,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS RISK SCOR,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS RISK SCOR,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS RISK TOOL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS RISK TOOL,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS SCORING,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS SCORING,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS TOOL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS TOOL,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS TOOLKIT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS TOOLKIT,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS TOOL KIT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS TOOL KIT,44805847,SNOMED,2012-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS 2,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS 2,44802455,SNOMED,2010-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-JBS2,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-JBS2,44802455,SNOMED,2010-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-% JBS2,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-% JBS2,44802455,SNOMED,2010-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-LPDRS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-LPDRS,37394055,SNOMED,2016-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-MINI-COG,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MINI-COG,37017073,SNOMED,2016-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MINI COG,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MINI COG,37017073,SNOMED,2016-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MINICOG,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MINICOG,37017073,SNOMED,2016-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MMSE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MMSE,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-/30 MMSE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-/30 MMSE,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-30 PT MMSE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-30 PT MMSE,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MMSE.,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MMSE.,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MMSE-MAX 30,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MMSE-MAX 30,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MMSE (MAX=30),0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MMSE (MAX=30),4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MMSE/30,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MMSE/30,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MMSE /30,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MMSE /30,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MMSE 30 PT QU,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MMSE 30 PT QU,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MMSE EXAMINAT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MMSE EXAMINAT,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MMSE STANDARD,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MMSE STANDARD,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MUST,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MUST,4214546,SNOMED,2005-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-PACK YEARS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PACK YEARS,4151768,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-STANDARD MMSE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-STANDARD MMSE,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-STD MMSE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-STD MMSE,4169175,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-MRC DYSPNOEA,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MRC DYSPNOEA,44808547,SNOMED,2013-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-MRC DYSPNEOA,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-MRC DYSPNEOA,44808547,SNOMED,2013-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-NEWS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-NEWS,37159152,SNOMED,2023-07-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-NEWS SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-NEWS SCORE,37159152,SNOMED,2023-07-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-PEWS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PEWS,40484261,SNOMED,2010-07-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-PG-SGA,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PG-SGA,619476,SNOMED,2021-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ AT HOME,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ AT HOME,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ FORM,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ FORM,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ QUEST,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ QUEST,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ QUESTIONN,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ QUESTIONN,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ QUESTIONA,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ QUESTIONA,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ QUESTIONS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ QUESTIONS,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ  QUIESTON,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ  QUIESTON,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ SCORE,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ-SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ-SCORE,40772147,LOINC,2011-12-02,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ2,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ2,765449,SNOMED,2017-09-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ-2,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ-2,765449,SNOMED,2017-09-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ_2,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ_2,765449,SNOMED,2017-09-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ -2,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ -2,765449,SNOMED,2017-09-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PH-Q9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PH-Q9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PH9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PH9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PH9-Q,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PH9-Q,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ- 9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ- 9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ-9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ-9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ-9.,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ-9.,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ - 9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ - 9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ -9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ -9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ 9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ 9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ_9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ_9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ=-9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ=-9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ9,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ9,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ9-INITIAL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ9-INITIAL,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ9 SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ9 SCORE,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-(PHQ-9) SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-(PHQ-9) SCORE,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PHQ NINE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PHQ NINE,44804610,SNOMED,2011-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PPS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PPS,36684836,SNOMED,2018-09-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PPS.,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PPS.,36684836,SNOMED,2018-09-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PPS %,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PPS %,36684836,SNOMED,2018-09-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-PPS SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-PPS SCORE,36684836,SNOMED,2018-09-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-QADMISSIONS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-QADMISSIONS,44813958,SNOMED,2013-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-QRISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-QRISK,4235821,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-Q RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-Q RISK,4235821,SNOMED,1970-01-01,2099-12-31,
